iata_code,ident,gps_code,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,type
KSI,GUKU,GUKU,Kissidougou Airport,9.1605596542358,-10.124400138855,1808,AF,GN,GN-F,Kissidougou,small_airport
KSJ,LGKS,LGKS,Kasos Airport,35.4213981628,26.909999847399998,35,EU,GR,GR-81,Kasos Island,small_airport
KSK,ESKK,ESKK,Karlskoga Airport,59.34590148925781,14.49590015411377,400,EU,SE,SE-T,,medium_airport
KSL,HSKA,HSKA,Kassala Airport,15.387499809265137,36.328800201416016,1671,AF,SD,SD-05,Kassala,medium_airport
KSM,PASM,PASM,St Mary's Airport,62.0605011,-163.302002,312,NA,US,US-AK,St Mary's,medium_airport
KSN,UAUU,UAUU,Kostanay West Airport,53.20690155029297,63.55030059814453,595,AS,KZ,KZ-KUS,Kostanay,medium_airport
KSO,LGKA,LGKA,Kastoria National Airport,40.4463005066,21.2821998596,2167,EU,GR,GR-56,Kastoria,small_airport
KSP,KSP,AYOP,Kosipe Airport,-8.450716,147.209195,6350,OC,PG,PG-CPM,Kosipe Mission,small_airport
KSQ,UTSL,UTSK,Karshi Khanabad Airport,38.8335990906,65.9215011597,1365,AS,UZ,UZ-QA,Khanabad,small_airport
KSR,WAWH,WAWH,Selayar/Aroepala Airport,-6.1751,120.4362,13,AS,ID,ID-SN,Benteng,small_airport
KSS,GASK,GASK,Sikasso Airport,11.333000183105469,-5.699999809265137,1378,AF,ML,ML-3,Sikasso,small_airport
KSU,ENKB,ENKB,Kristiansund Airport (Kvernberget),63.111801147461,7.824520111084,204,EU,NO,NO-15,Kvernberget,medium_airport
KSV,YSPV,YSPV,Springvale Airport,-23.549999237060547,140.6999969482422,,OC,AU,AU-QLD,,small_airport
KSW,LLKS,LLKS,Kiryat Shmona Airport,33.21670150756836,35.599998474121094,381,AS,IL,IL-Z,Kiryat Shmona,small_airport
KSX,AYYR,AYYR,Yasuru Airport,-6.6015,146.1813,1520,OC,PG,PG-MPL,Yasuru,small_airport
KSY,LTCF,LTCF,Kars Airport,40.562198638916016,43.1150016784668,5889,AS,TR,TR-36,Kars,medium_airport
KSZ,ULKK,ULKK,Kotlas Airport,61.235801696777344,46.6974983215332,184,EU,RU,RU-ARK,Kotlas,medium_airport
KTA,YPKA,YPKA,Karratha Airport,-20.712200164799995,116.773002625,29,OC,AU,AU-WA,Karratha,medium_airport
KTC,KTC,,Katiola Airport,8.1329,-5.0657,1026,AF,CI,CI-04,Katiola,small_airport
KTD,RORK,RORK,Kitadaito Airport,25.9447002411,131.32699585,80,AS,JP,JP-47,KitadaitÅjima,medium_airport
KTE,WMKE,WMKE,Kerteh Airport,4.537220001220703,103.427001953125,18,AS,MY,MY-11,Kerteh,medium_airport
KTF,NZTK,NZTK,Takaka Airport,-40.81330108642578,172.77499389648438,102,OC,NZ,NZ-TAS,,small_airport
KTG,WIOK,WIOK,Ketapang(Rahadi Usman) Airport,-1.816640019416809,109.96299743652344,46,AS,ID,ID-KB,Ketapang-Borneo Island,medium_airport
KTI,VDKT,VDKT,Kratie Airport,12.48799991607666,106.05500030517578,,AS,KH,KH-10,Kratie,small_airport
KTJ,KE-0133,HKTB,Kichwa Tembo Airport,-1.263497,35.027533,,AF,KE,KE-700,Kichwa Tembo,small_airport
KTL,HKKT,HKKT,Kitale Airport,0.9719889760017395,34.95859909057617,6070,AF,KE,KE-700,Kitale,medium_airport
KTM,VNKT,VNKT,Tribhuvan International Airport,27.6966,85.3591,4390,AS,NP,NP-BA,Kathmandu,large_airport
KTN,PAKT,PAKT,Ketchikan International Airport,55.35559845,-131.7140045,89,NA,US,US-AK,Ketchikan,medium_airport
KTO,SYKT,SYKT,Kato Airport,4.649159908294678,-59.83219909667969,2299,SA,GY,GY-PT,Kato,small_airport
KTP,MKTP,MKTP,Tinson Pen Airport,17.98859977722168,-76.82379913330078,16,NA,JM,JM-02,Tinson Pen,medium_airport
KTQ,EFIT,EFIT,Kitee Airport,62.1661,30.073601,364,EU,FI,FI-IS,,medium_airport
KTR,YPTN,YPTN,Tindal Airport,-14.521100044250488,132.3780059814453,443,OC,AU,AU-NT,,medium_airport
KTS,PFKT,PFKT,Brevig Mission Airport,65.3312988281,-166.466003418,38,NA,US,US-AK,Brevig Mission,small_airport
KTT,EFKT,EFKT,Kittila Airport,67.700996398926,24.846799850464,644,EU,FI,FI-LL,Kittila,medium_airport
KTU,VIKO,VIKO,Kota Airport,25.160200119,75.84559631350001,896,AS,IN,IN-RJ,Kota,medium_airport
KTV,VE-0205,SVKM,Kamarata Airport,5.75,-62.416000366199995,1770,SA,VE,VE-F,Kamarata,small_airport
KTW,EPKT,EPKT,Katowice International Airport,50.4743,19.08,995,EU,PL,PL-SL,Katowice,large_airport
KTX,GAKO,GAKO,Koutiala Airport,12.383000373840332,-5.4670000076293945,1240,AF,ML,ML-3,Koutiala,small_airport
KTY,VCCN,VCCN,Katukurunda Air Force Base,6.55212020874,79.9775009155,10,AS,LK,LK-1,Kalutara,small_airport
KUA,WMKD,WMKD,Kuantan Airport,3.7753899097442627,103.20899963378906,58,AS,MY,MY-06,Kuantan,medium_airport
KUC,NGKT,NGKT,Kuria Airport,0.2186110019683838,173.44200134277344,,OC,KI,KI-G,Kuria,small_airport
KUD,WBKT,WBKT,Kudat Airport,6.922500133514404,116.83599853515625,10,AS,MY,MY-12,Kudat,small_airport
KUE,AGKU,AGKU,Kukudu Airport,-8.0262,156.94783,32,OC,SB,SB-WE,Kolombangara Island,small_airport
KUF,UWWW,UWWW,Kurumoch International Airport,53.504901885986,50.16429901123,477,EU,RU,RU-SAM,Samara,large_airport
KUG,YKUB,YKUB,Kubin Airport,-10.225000381500001,142.218002319,15,OC,AU,AU-QLD,Moa Island,small_airport
KUH,RJCK,RJCK,Kushiro Airport,43.041000366199995,144.192993164,327,AS,JP,JP-01,Kushiro,medium_airport
KUK,PFKA,PFKA,Kasigluk Airport,60.87440109,-162.5240021,48,NA,US,US-AK,Kasigluk,small_airport
KUL,WMKK,WMKK,Kuala Lumpur International Airport,2.745579957962,101.70999908447,69,AS,MY,MY-14,Kuala Lumpur,large_airport
KUM,RJFC,RJFC,Yakushima Airport,30.3855991364,130.658996582,124,AS,JP,JP-46,Yakushima,medium_airport
KUN,EYKA,EYKA,Kaunas International Airport,54.96390151977539,24.084800720214844,256,EU,LT,LT-KU,Kaunas,medium_airport
KUO,EFKU,EFKU,Kuopio Airport,63.007099151611,27.797800064087,323,EU,FI,FI-IS,Kuopio / Siilinjarvi,medium_airport
KUP,KUP,,Kupiano Airport,-10.0736,148.218,90,OC,PG,PG-CPM,Kupiano,small_airport
KUQ,AYKU,AYKU,Kuri Airport,-7.135083,143.276111,35,OC,PG,PG-GPK,Kuri,small_airport
KUS,BGKK,BGKK,Kulusuk Airport,65.573600769,-37.1236000061,117,NA,GL,GL-U-A,Kulusuk,small_airport
KUT,UGKO,UGKO,Kopitnari Airport,42.176700592,42.4826011658,223,AS,GE,GE-IM,Kutaisi,medium_airport
KUU,VIBR,VIBR,Kullu Manali Airport,31.876699447631836,77.15440368652344,3573,AS,IN,IN-HP,,medium_airport
KUV,RKJK,RKJK,Kunsan Air Base,35.90380096435547,126.61599731445312,29,AS,KR,KR-45,Kunsan,large_airport
KUX,KUX,AYUY,Kuyol Airport,-5.372361111110001,141.623888889,3290,OC,PG,PG-WPD,,small_airport
KUY,PG-KUY,AYKS,Kamusi Airport,-7.420347,143.121811,97,OC,PG,PG-WPD,Kamusi,small_airport
KVA,LGKV,LGKV,Alexander the Great International Airport,40.913299560546875,24.619199752807617,18,EU,GR,GR-55,Kavala,medium_airport
KVB,ESGR,ESGR,Skovde Airport,58.45640182495117,13.972700119018555,324,EU,SE,SE-Q,Skovde,medium_airport
KVC,PAVC,PAVC,King Cove Airport,55.11629867553711,-162.26600646972656,155,NA,US,US-AK,King Cove,small_airport
KVD,UBBG,UBBG,Ganja International Airport,40.737701,46.3176,1083,AS,AZ,AZ-GA,Ganja,medium_airport
KVE,KVE,,Kitava Airport,-8.6285,151.327,194,OC,PG,PG-MBA,Kitava Island,small_airport
KVG,AYKV,AYKV,Kavieng Airport,-2.57940006256,150.807998657,7,OC,PG,PG-NIK,Kavieng,medium_airport
KVK,ULMK,ULMK,Kirovsk-Apatity Airport,67.46330261230469,33.58829879760742,515,EU,RU,RU-MUR,Apatity,small_airport
KVL,PAVL,PAVL,Kivalina Airport,67.73619842529297,-164.56300354003906,13,NA,US,US-AK,Kivalina,medium_airport
KVM,UHMO,UHMO,Markovo Airport,64.667,170.417007,,EU,RU,RU-CHU,Markovo,small_airport
KVO,LYKV,LYKV,Morava Airport,43.818298,20.5872,686,EU,RS,RS-18,Kraljevo,small_airport
KVR,UHWK,UHWK,Kavalerovo Airport,44.2726,135.029,730,EU,RU,RU-PRI,Kavalerovo,small_airport
KVX,USKK,USKK,Pobedilovo Airport,58.503299713135,49.348300933838,479,EU,RU,RU-KIR,Kirov,medium_airport
KWA,PKWA,PKWA,Bucholz Army Air Field,8.720120429992676,167.73199462890625,9,OC,MH,MH-KWA,Kwajalein,medium_airport
KWB,ID-KWB,WARU,Dewadaru Airport,-5.80091,110.47838,35,AS,ID,ID-JT,Karimunjawa-Karimunjawa Island,small_airport
KWB,WARU,WARU,Dewadaru - Kemujan Island,-5.80091,110.47838,35,AS,ID,ID-JT,Karimunjawa,small_airport
KWE,ZUGY,ZUGY,Longdongbao Airport,26.53849983215332,106.8010025024414,3736,AS,CN,CN-52,Guiyang,large_airport
KWG,UKDR,UKDR,Kryvyi Rih International Airport,48.04330062866211,33.209999084472656,408,EU,UA,UA-12,Kryvyi Rih,medium_airport
KWH,OAHN,OAHN,Khwahan Airport,37.882999420166016,70.21700286865234,3593,AS,AF,AF-BDS,Khwahan,small_airport
KWI,OKBK,OKBK,Kuwait International Airport,29.226600646972656,47.96889877319336,206,AS,KW,KW-FA,Kuwait City,large_airport
KWJ,RKJJ,RKJJ,Gwangju Airport,35.123173,126.805444,39,AS,KR,KR-29,Gwangju,medium_airport
KWK,PAGG,PAGG,Kwigillingok Airport,59.876499,-163.169005,18,NA,US,US-AK,Kwigillingok,small_airport
KWL,ZGKL,ZGKL,Guilin Liangjiang International Airport,25.21809959411621,110.03900146484375,570,AS,CN,CN-45,Guilin City,large_airport
KWM,YKOW,YKOW,Kowanyama Airport,-15.485600471496582,141.75100708007812,35,OC,AU,AU-QLD,Kowanyama,medium_airport
KWN,PAQH,PAQH,Quinhagak Airport,59.7551,-161.845,42,NA,US,US-AK,Quinhagak,small_airport
KWO,PG-KWO,AYKW,Kawito Airport,-7.977006912229999,142.823577881,72,OC,PG,PG-WPD,Kawito,small_airport
KWS,AGKW,AGKW,Kwailabesi Airport,-8.360508,160.775127,52,OC,SB,SB-ML,Kwailabesi,small_airport
KWT,PFKW,PFKW,Kwethluk Airport,60.790298461899994,-161.444000244,25,NA,US,US-AK,Kwethluk,small_airport
KWY,KWY,,Kiwayu Airport,-1.9605599641799927,41.29750061035156,21,AF,KE,KE-300,Kiwayu,medium_airport
KWZ,FZQM,FZQM,Kolwezi Airport,-10.765899658203125,25.505699157714844,5007,AF,CD,CD-KA,,medium_airport
KXE,FAKD,FAKD,P C Pelser Airport,-26.8710994720459,26.718000411987305,4444,AF,ZA,ZA-NW,Klerksdorp,medium_airport
KXF,NFNO,NFNO,Koro Island Airport,-17.3458003998,179.42199707,358,OC,FJ,FJ-E,Koro Island,small_airport
KXK,UHKK,UHKK,Komsomolsk-on-Amur Airport,50.409000396728516,136.9340057373047,92,AS,RU,RU-KHA,Komsomolsk-on-Amur,medium_airport
KXU,NTKT,NTKT,Katiu Airport,-16.3393993378,-144.402999878,7,OC,PF,PF-U-A,Katiu,small_airport
KYA,LTAN,LTAN,Konya Airport,37.979,32.561901,3392,AS,TR,TR-42,Konya,medium_airport
KYD,RCLY,RCLY,Lanyu Airport,22.027000427246094,121.53500366210938,44,AS,TW,TW-TTT,Orchid Island,medium_airport
KYE,OLKA,OLKA,Rene Mouawad Air Base,34.589298248291016,36.01129913330078,75,AS,LB,LB-AS,Tripoli,medium_airport
KYF,YYLR,YYLR,Yeelirrie Airport,-27.277060037800002,120.095672607,,OC,AU,AU-WA,,small_airport
KYI,YYTA,YYTA,Yalata Mission Airport,-31.470600128173828,131.8249969482422,,OC,AU,AU-SA,Yalata Mission,small_airport
KYK,PAKY,PAKY,Karluk Airport,57.5671005249,-154.449996948,137,NA,US,US-AK,Karluk,small_airport
KYO,KX39,X39,Tampa North Aero Park Airport,28.2213001251,-82.37449646,68,NA,US,US-FL,Tampa,small_airport
KYP,VYKP,VYKP,Kyaukpyu Airport,19.42639923095703,93.53479766845703,20,AS,MM,MM-16,Kyaukpyu,medium_airport
KYS,GAKY,GAKY,Kayes Dag Dag Airport,14.481200218200684,-11.404399871826172,164,AF,ML,ML-1,,medium_airport
KYT,VYKU,VYKU,Kyauktu Airport,21.399999618530273,94.13330078125,1250,AS,MM,MM-03,Kyauktu,small_airport
KYU,PFKU,PFKU,Koyukuk Airport,64.8760986328,-157.727005005,149,NA,US,US-AK,Koyukuk,small_airport
KYX,AYYE,AYYE,Yalumet Airport,-6.09,147.0117,2600,OC,PG,PG-MPL,Yalumet,small_airport
KYZ,UNKY,UNKY,Kyzyl Airport,51.66939926147461,94.40059661865234,2123,AS,RU,RU-TY,Kyzyl,medium_airport
KZC,VDKH,VDKH,Kampong Chhnang Airport,12.255200386,104.564002991,56,AS,KH,KH-4,Kampong Chhnang,medium_airport
KZD,VDSY,VDSY,Krakor Airport,12.5385,104.1486,62,AS,KH,KH-15,Krakor,small_airport
KZF,KZF,AYKT,Kaintiba Airport,-7.50025,146.033833333,2050,OC,PG,PG-GPK,Kaintiba,small_airport
KZG,ETIN,EDGY,Flugplatz Kitzingen,49.743099,10.2006,689,EU,DE,DE-BY,Kitzingen,small_airport
KZI,LGKZ,LGKZ,Filippos Airport,40.28609848022461,21.84079933166504,2059,EU,GR,GR-58,Kozani,medium_airport
KZN,UWKD,UWKD,Kazan International Airport,55.606201171875,49.278701782227,411,EU,RU,RU-TA,Kazan,large_airport
KZO,UAOO,UAOO,Kzyl-Orda Southwest Airport,44.706902,65.592499,433,AS,KZ,KZ-KZY,Kzyl-Orda,small_airport
KZR,LTBZ,LTBZ,Zafer Airport,39.113079,30.128111,3327,AS,TR,TR-43,AltÄ±ntaÅŸ,small_airport
KZS,LGKJ,LGKJ,Kastelorizo Airport,36.1417007446,29.576400756799995,489,EU,GR,GR-81,Kastelorizo Island,small_airport
LAA,KLAA,KLAA,Southeast Colorado Regional Airport,38.064852,-102.683201,3706,NA,US,US-CO,Lamar,small_airport
LAB,AYLB,AYLB,Lab Lab Airport,-5.7204,148.0566,160,OC,PG,PG-MPL,Lab Lab Mission,small_airport
LAC,LAC,,Layang-Layang Airport,7.37157011032,113.84400177,7,AS,MY,MY-12,Spratley Islands,small_airport
LAD,FNLU,FNLU,Quatro de Fevereiro Airport,-8.85837,13.2312,243,AF,AO,AO-LUA,Luanda,large_airport
LAE,AYNZ,AYNZ,Nadzab Airport,-6.569803,146.725977,239,OC,PG,PG-MPL,Lae,medium_airport
LAF,KLAF,KLAF,Purdue University Airport,40.41230010986328,-86.93689727783203,606,NA,US,US-IN,Lafayette,medium_airport
LAG,VE-0206,,La Guaira Airport,10.5333299637,-67.0333328247,2569,SA,VE,VE-X,La Guaira,small_airport
LAH,WAPH,WAEL,Oesman Sadik Airport,-0.635259,127.501999,49,AS,ID,ID-MU,Labuha-Halmahera Island,small_airport
LAI,LFRO,LFRO,Lannion-Côte de Granit Airport,48.754398,-3.47166,290,EU,FR,FR-BRE,Lannion,medium_airport
LAJ,SBLJ,SBLJ,Lages Airport,-27.782100677499997,-50.28150177,3065,SA,BR,BR-SC,Lages,medium_airport
LAK,CYKD,CYKD,Aklavik/Freddie Carmichael Airport,68.223297,-135.00599,23,NA,CA,CA-NT,Aklavik,medium_airport
LAL,KLAL,KLAL,Lakeland Linder International Airport,27.988899,-82.018602,142,NA,US,US-FL,Lakeland,medium_airport
LAM,KLAM,KLAM,Los Alamos Airport,35.8797988892,-106.268997192,7171,NA,US,US-NM,Los Alamos,small_airport
LAN,KLAN,KLAN,Capital City Airport,42.77870178222656,-84.58740234375,861,NA,US,US-MI,Lansing,medium_airport
LAO,RPLI,RPLI,Laoag International Airport,18.1781005859375,120.53199768066406,25,AS,PH,PH-ILN,Laoag City,medium_airport
LAP,MMLP,MMLP,Manuel Marquez de Leon International Airport,24.072700500499998,-110.361999512,69,NA,MX,MX-BCS,La Paz,medium_airport
LAQ,HLLQ,HLLQ,La Abraq Airport,32.788700103759766,21.96430015563965,2157,AF,LY,LY-JA,Al Bayda',medium_airport
LAR,KLAR,KLAR,Laramie Regional Airport,41.31209945678711,-105.67500305175781,7284,NA,US,US-WY,Laramie,medium_airport
LAS,KLAS,KLAS,McCarran International Airport,36.08010101,-115.1520004,2181,NA,US,US-NV,Las Vegas,large_airport
LAU,HKLU,HKLU,Manda Airstrip,-2.252419948577881,40.91310119628906,20,AF,KE,KE-300,Lamu,medium_airport
LAW,KLAW,KLAW,Lawton Fort Sill Regional Airport,34.5676994324,-98.4166030884,1110,NA,US,US-OK,Lawton,medium_airport
LAX,KLAX,KLAX,Los Angeles International Airport,33.942501,-118.407997,125,NA,US,US-CA,Los Angeles,large_airport
LAY,FALY,FALY,Ladysmith Airport,-28.5816993713,29.749700546299998,3548,AF,ZA,ZA-NL,Ladysmith,medium_airport
LAZ,SBLP,SBLP,Bom Jesus da Lapa Airport,-13.2621002197,-43.4081001282,1454,SA,BR,BR-BA,Bom Jesus Da Lapa,medium_airport
LBA,EGNM,EGNM,Leeds Bradford Airport,53.86589813232422,-1.6605700254440308,681,EU,GB,GB-ENG,Leeds,large_airport
LBB,KLBB,KLBB,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,NA,US,US-TX,Lubbock,large_airport
LBC,EDHL,EDHL,Lubeck Blankensee Airport,53.8054008484,10.7192001343,53,EU,DE,DE-SH,Lubeck,medium_airport
LBD,UTDL,UTDL,Khudzhand Airport,40.21540069580078,69.6947021484375,1450,AS,TJ,TJ-SU,Khudzhand,medium_airport
LBE,KLBE,KLBE,Arnold Palmer Regional Airport,40.27590179,-79.40480042,1199,NA,US,US-PA,Latrobe,medium_airport
LBF,KLBF,KLBF,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,NA,US,US-NE,North Platte,medium_airport
LBG,LFPB,LFPB,Paris-Le Bourget Airport,48.969398498535156,2.441390037536621,218,EU,FR,FR-IDF,Paris,medium_airport
LBI,LFCI,LFCI,Albi-Le Sequestre Airport,43.91389846801758,2.1130599975585938,564,EU,FR,FR-OCC,Albi/Le Sequestre,medium_airport
LBJ,WATO,WATO,Komodo Airport,-8.48666,119.889,66,AS,ID,ID-NT,Labuan Bajo - Flores Island,small_airport
LBK,KE-LBK,,Liboi Airport,0.3483330011367798,40.88169860839844,280,AF,KE,KE-500,Liboi,small_airport
LBL,KLBL,KLBL,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,NA,US,US-KS,Liberal,medium_airport
LBM,LBM,,Luabo Airport,-18.4139,36.1068,36,AF,MZ,MZ-Q,Luabo,small_airport
LBN,KE-LBN,,Lake Baringo Airport,0.6661030054092407,36.104190826416016,3226,AF,KE,KE-700,Lake Baringo,small_airport
LBO,FZVI,FZVI,Lusambo Airport,-4.961669921875,23.378299713134766,1407,AF,CD,CD-KE,Lusambo,small_airport
LBP,MY-LBP,,Long Banga Airport,3.202,115.4018,750,AS,MY,MY-13,Long Banga,small_airport
LBQ,FOGR,FOGR,Lambarene Airport,-0.7043889760971069,10.245699882507324,82,AF,GA,GA-3,Lambarene,medium_airport
LBR,SWLB,SWLB,Labrea Airport,-7.278969764709473,-64.76950073242188,190,SA,BR,BR-AM,Labrea,small_airport
LBS,NFNL,NFNL,Labasa Airport,-16.466699600219727,179.33999633789062,44,OC,FJ,FJ-N,,medium_airport
LBT,KLBT,KLBT,Lumberton Regional Airport,34.6099014282,-79.05940246579999,126,NA,US,US-NC,Lumberton,medium_airport
LBU,WBKL,WBKL,Labuan Airport,5.300680160522461,115.25,101,AS,MY,MY-15,Labuan,medium_airport
LBV,FOOL,FOOL,Libreville Leon M'ba International Airport,0.458600014448,9.412280082699999,39,AF,GA,GA-1,Libreville,medium_airport
LBW,WRLB,WALB,Long Bawan Airport,3.9028,115.6921,3165,AS,ID,ID-KU,Long Bawan-Borneo Island,small_airport
LBX,RPLU,RPLU,Lubang Airport,13.855400085449219,120.1050033569336,43,AS,PH,PH-MDC,,medium_airport
LBY,LFRE,LFRE,La Baule-Escoublac Airport,47.289398193359375,-2.3463900089263916,105,EU,FR,FR-PDL,La Baule-Escoublac,medium_airport
LBZ,FNLK,FNLK,Lucapa Airport,-8.445727348330001,20.7320861816,3029,AF,AO,AO-LNO,Lucapa,small_airport
LCA,LCLK,LCLK,Larnaca International Airport,34.875099182128906,33.624900817871094,8,AS,CY,CY-04,Larnarca,large_airport
LCB,SWBG,SWBG,Pontes e Lacerda Airport,-15.1934,-59.3848,870,SA,BR,BR-MT,Pontes e Lacerda,small_airport
LCC,LIBN,LIBN,Lecce Galatina Air Base,40.239201,18.133301,156,EU,IT,IT-75,,medium_airport
LCD,FALO,FALO,Louis Trichardt Airport,-23.061899185180664,29.864700317382812,3025,AF,ZA,ZA-NP,Louis Trichardt,small_airport
LCE,MHLC,MHLC,Goloson International Airport,15.7425,-86.852997,39,NA,HN,HN-AT,La Ceiba,medium_airport
LCF,MGRD,MGRD,Las Vegas Airport,15.668363,-88.961763,28,NA,GT,GT-IZ,Rio Dulce,small_airport
LCG,LECO,LECO,A Curuna Airport,43.302101,-8.37726,326,EU,ES,ES-GA,Culleredo,medium_airport
LCH,KLCH,KLCH,Lake Charles Regional Airport,30.126100540161133,-93.22329711914062,15,NA,US,US-LA,Lake Charles,medium_airport
LCI,KLCI,KLCI,Laconia Municipal Airport,43.572701,-71.4189,545,NA,US,US-NH,Laconia / Gilford,small_airport
LCJ,EPLL,EPLL,Lodz Wladyslaw Reymont Airport,51.721900939899996,19.3980998993,604,EU,PL,PL-LD,Lodz,medium_airport
LCK,KLCK,KLCK,Rickenbacker International Airport,39.813801,-82.927803,744,NA,US,US-OH,Columbus,large_airport
LCL,MULM,MULM,La Coloma Airport,22.33609962463379,-83.64189910888672,131,NA,CU,CU-01,Pinar del Rio,medium_airport
LCM,SACC,SACC,La Cumbre Airport,-31.005800247199996,-64.5318984985,3733,SA,AR,AR-X,La Cumbre,small_airport
LCN,YBLC,YBLC,Balcanoona Airport,-30.53499984741211,139.33700561523438,144,OC,AU,AU-SA,,small_airport
LCO,FCBL,FCBL,Lague Airport,-2.450000047683716,14.532999992370605,2756,AF,CG,CG-14,Lague,small_airport
LCP,LCP,,Loncopue Airport,-38.081902,-70.643898,3627,SA,AR,AR-Q,Loncopue,small_airport
LCQ,KLCQ,KLCQ,Lake City Gateway Airport,30.1819992065,-82.57689666750001,201,NA,US,US-FL,Lake City,small_airport
LCR,CO-LCR,,La Chorrera Airport,-0.733333,-73.01667,709,SA,CO,CO-AMA,La Chorrera,small_airport
LCV,LIQL,LIQL,Lucca-Tassignano Airport,43.825825,10.577928,39,EU,IT,IT-52,Lucca,small_airport
LCX,ZSLD,ZSLD,Longyan Guanzhishan Airport,25.6746997833,116.747001648,1225,AS,CN,CN-35,Longyan,medium_airport
LCY,EGLC,EGLC,London City Airport,51.505299,0.055278,19,EU,GB,GB-ENG,London,medium_airport
LDA,VEMH,VEMH,Malda Airport,25.033001,88.133003,79,AS,IN,IN-WB,Malda,small_airport
LDB,SBLO,SBLO,Governador Jose Richa Airport,-23.333599090599996,-51.1301002502,1867,SA,BR,BR-PR,Londrina,medium_airport
LDC,YLIN,YLIN,Lindeman Island Airport,-20.4535999298,149.039993286,,OC,AU,AU-QLD,Lindeman Island,small_airport
LDE,LFBT,LFBT,Tarbes-Lourdes-Pyrenees Airport,43.1786994934082,-0.006438999902456999,1260,EU,FR,FR-OCC,Tarbes/Lourdes/Pyrenees,medium_airport
LDG,ULAL,ULAL,Leshukonskoye Airport,64.8960037231,45.7229995728,220,EU,RU,RU-ARK,Leshukonskoye,small_airport
LDH,YLHI,YLHI,Lord Howe Island Airport,-31.5382995605,159.07699585,5,OC,AU,AU-NSW,Lord Howe Island,small_airport
LDI,HTLI,HTLI,Lindi Airport,-9.85111,39.757801,100,AF,TZ,TZ-12,Lindi,small_airport
LDJ,KLDJ,KLDJ,Linden Airport,40.617401123,-74.2445983887,23,NA,US,US-NJ,Linden,small_airport
LDK,ESGL,ESGL,Lidkoping-Hovby Airport,58.4655,13.1744,200,EU,SE,SE-Q,Lidkoping,small_airport
LDM,KLDM,KLDM,Mason County Airport,43.96250153,-86.40789795,646,NA,US,US-MI,Ludington,small_airport
LDN,VNLD,VNLD,Lamidanda Airport,27.25309944152832,86.66999816894531,4100,AS,NP,NP-SA,Lamidanda,small_airport
LDO,GY-LDO,SMDO,Ladouanie Airport,4.37610828345,-55.407056808499995,236,SA,SR,SR-SI,Aurora,small_airport
LDS,ZYLD,ZYLD,Lindu Airport,47.7520555556,129.019125,791,AS,CN,CN-23,Yichun,medium_airport
LDU,WBKD,WBKD,Lahad Datu Airport,5.032249927520752,118.3239974975586,45,AS,MY,MY-12,Lahad Datu,medium_airport
LDV,LFRJ,LFRJ,Landivisiau Air Base,48.53030014038086,-4.151639938354492,348,EU,FR,FR-BRE,Landivisiau,medium_airport
LDW,LDW,,Lansdowne Airport,-17.6128,126.743,1190,OC,AU,AU-WA,Lansdowne Station,small_airport
LDX,SOOM,SOOM,Saint-Laurent-du-Maroni Airport,5.48306,-54.034401,16,SA,GF,GF-SL,Saint-Laurent-du-Maroni,small_airport
LDY,EGAE,EGAE,City of Derry Airport,55.04280090332031,-7.161109924316406,22,EU,GB,GB-NIR,Derry,medium_airport
LDZ,FALD,FALD,Londolozi Airport,-24.7478,31.4743,1300,AF,ZA,ZA-NP,Londolozi,small_airport
LEA,YPLM,YPLM,Learmonth Airport,-22.235599517799997,114.088996887,19,OC,AU,AU-WA,Exmouth,medium_airport
LEB,KLEB,KLEB,Lebanon Municipal Airport,43.626098632799994,-72.30419921880001,603,NA,US,US-NH,Lebanon,medium_airport
LEC,SBLE,SBLE,Coronel Horacio de Mattos Airport,-12.4822998047,-41.2770004272,1676,SA,BR,BR-BA,LenÃ§ois,small_airport
LED,ULLI,ULLI,Pulkovo Airport,59.80030059814453,30.262500762939453,78,EU,RU,RU-SPE,St. Petersburg,large_airport
LEE,KLEE,KLEE,Leesburg International Airport,28.82309914,-81.80870056,76,NA,US,US-FL,Leesburg,medium_airport
LEF,FXLK,FXLK,Lebakeng Airport,-29.89080047607422,28.65559959411621,6000,AF,LS,LS-H,Lebakeng,small_airport
LEH,LFOH,LFOH,Le Havre Octeville Airport,49.53390121459961,0.08805599808692932,313,EU,FR,FR-NOR,Le Havre/Octeville,medium_airport
LEI,LEAM,LEAM,Almeria International Airport,36.84389877319336,-2.3701000213623047,70,EU,ES,ES-AN,Almeria,medium_airport
LEIZ,LEIZ,LEIZ,La Perdiz Airport,38.513148,-3.3633914,2753,EU,ES,ES-PM,La Perdiz,small_airport
LEJ,EDDP,EDDP,Leipzig/Halle Airport,51.423889,12.236389,465,EU,DE,DE-SN,Leipzig,large_airport
LEK,GULB,GULB,Tata Airport,11.326100349426,-12.286800384521,3396,AF,GN,GN-L,Labe,small_airport
LEL,YLEV,YLEV,Lake Evella Airport,-12.498900413513184,135.80599975585938,256,OC,AU,AU-NT,,small_airport
LEM,KLEM,KLEM,Lemmon Municipal Airport,45.9187011719,-102.106002808,2571,NA,US,US-SD,Lemmon,small_airport
